"Query","Marker.name","Sbicolor_3"
"Chr19-066128659-top","MsaSorghum052930","Chr10-53815007-top"
"Chr18-066333247-bot","MsaSorghum052931","Chr10-53815010-bot"
"Chr19-066128662-bot","MsaSorghum052931","Chr10-53815010-bot"
"Chr18-066375982-top","MsaSorghum052932","Chr10-53838226-top"
"Chr19-066158086-top","MsaSorghum052932","Chr10-53838226-top"
"Chr18-066376968-top","MsaSorghum052933","Chr10-53839190-top"
"Chr19-066159019-top","MsaSorghum052933","Chr10-53839190-top"
"Chr18-066378925-top","MsaSorghum052934","Chr10-53841138-top"
"Chr19-066161017-top","MsaSorghum052934","Chr10-53841138-top"
"Chr18-066674034-bot","MsaSorghum052940","Chr10-53852611-top"
"Chr19-066230167-top","MsaSorghum052940","Chr10-53852611-top"
"Chr18-066673540-top","MsaSorghum052941","Chr10-53853099-bot"
"Chr19-066230650-bot","MsaSorghum052941","Chr10-53853099-bot"
"Chr18-066670203-top","MsaSorghum052942","Chr10-53859307-bot"
"Chr19-066237013-bot","MsaSorghum052942","Chr10-53859307-bot"
"Chr18-066417967-bot","MsaSorghum052944","Chr10-53860246-bot"
"Chr19-066237686-bot","MsaSorghum052944","Chr10-53860246-bot"
"Chr18-066662627-bot","MsaSorghum052945","Chr10-53860428-top"
"Chr19-066237862-top","MsaSorghum052945","Chr10-53860428-top"
"Chr18-066734476-top","MsaSorghum052954","Chr10-53918980-top"
"Chr19-066347245-top","MsaSorghum052954","Chr10-53918980-top"
"Chr18-066783830-bot","MsaSorghum052957","Chr10-53940276-bot"
"Chr19-066466064-bot","MsaSorghum052957","Chr10-53940276-bot"
"Chr18-066834936-top","MsaSorghum052959","Chr10-53961595-top"
"Chr19-066521611-top","MsaSorghum052959","Chr10-53961595-top"
"Chr18-066958992-bot","MsaSorghum052962","Chr10-54011699-bot"
"Chr19-066717765-bot","MsaSorghum052962","Chr10-54011699-bot"
"Chr18-066959977-bot","MsaSorghum052963","Chr10-54012734-bot"
"Chr19-066718470-bot","MsaSorghum052963","Chr10-54012734-bot"
"Chr18-066974277-top","MsaSorghum052966","Chr10-54027171-top"
"Chr19-066732657-top","MsaSorghum052966","Chr10-54027171-top"
"Chr18-067101021-bot","MsaSorghum052970","Chr10-54052715-top"
"Chr19-066765061-top","MsaSorghum052970","Chr10-54052715-top"
"Chr18-067100957-top","MsaSorghum052973","Chr10-54052779-bot"
"Chr19-066765125-bot","MsaSorghum052973","Chr10-54052779-bot"
"Chr18-067100204-top","MsaSorghum052974","Chr10-54053532-bot"
"Chr19-066765862-bot","MsaSorghum052974","Chr10-54053532-bot"
"Chr18-067096220-bot","MsaSorghum052976","Chr10-54057445-top"
"Chr19-066769843-top","MsaSorghum052976","Chr10-54057445-top"
"Chr18-067096217-top","MsaSorghum052977","Chr10-54057448-bot"
"Chr19-066769846-bot","MsaSorghum052977","Chr10-54057448-bot"
"Chr18-067128141-bot","MsaSorghum052981","Chr10-54108981-top"
"Chr19-067198482-top","MsaSorghum052981","Chr10-54108981-top"
"Chr18-067128138-top","MsaSorghum052982","Chr10-54108984-bot"
"Chr19-067198485-bot","MsaSorghum052982","Chr10-54108984-bot"
"Chr18-067242564-top","MsaSorghum052988","Chr10-54140671-top"
"Chr19-067242940-top","MsaSorghum052988","Chr10-54140671-top"
"Chr18-067428157-bot","MsaSorghum052994","Chr10-54204927-bot"
"Chr19-073316861-top","MsaSorghum052994","Chr10-54204927-bot"
"Chr18-067448892-bot","MsaSorghum052998","Chr10-54233962-bot"
"Chr19-073303024-top","MsaSorghum052998","Chr10-54233962-bot"
"Chr18-067450785-top","MsaSorghum052999","Chr10-54235503-top"
"Chr19-073301295-bot","MsaSorghum052999","Chr10-54235503-top"
"Chr18-067534194-top","MsaSorghum053002","Chr10-54273945-top"
"Chr19-073227218-bot","MsaSorghum053002","Chr10-54273945-top"
"Chr18-067581155-top","MsaSorghum053004","Chr10-54283252-top"
"Chr19-073181112-bot","MsaSorghum053004","Chr10-54283252-top"
"Chr18-067581158-bot","MsaSorghum053005","Chr10-54283255-bot"
"Chr19-073181109-top","MsaSorghum053005","Chr10-54283255-bot"
"Chr18-067589008-top","MsaSorghum053006","Chr10-54294019-top"
"Chr19-073102654-bot","MsaSorghum053006","Chr10-54294019-top"
"Chr18-067616578-bot","MsaSorghum053007","Chr10-54314218-bot"
"Chr19-073059844-top","MsaSorghum053007","Chr10-54314218-bot"
"Chr18-067943726-bot","MsaSorghum053011","Chr10-54360339-top"
"Chr19-073044555-bot","MsaSorghum053011","Chr10-54360339-top"
"Chr18-067889058-top","MsaSorghum053012","Chr10-54367450-bot"
"Chr19-072904043-top","MsaSorghum053012","Chr10-54367450-bot"
"Chr18-067887658-top","MsaSorghum053013","Chr10-54368819-bot"
"Chr19-072902674-top","MsaSorghum053013","Chr10-54368819-bot"
"Chr18-068309389-bot","MsaSorghum053020","Chr10-54462035-top"
"Chr19-072679469-top","MsaSorghum053020","Chr10-54462035-top"
"Chr18-068309386-top","MsaSorghum053021","Chr10-54462038-bot"
"Chr19-072679472-bot","MsaSorghum053021","Chr10-54462038-bot"
"Chr18-068308211-bot","MsaSorghum053022","Chr10-54463186-top"
"Chr19-072680646-top","MsaSorghum053022","Chr10-54463186-top"
"Chr18-068306898-top","MsaSorghum053024","Chr10-54464480-bot"
"Chr19-072681977-bot","MsaSorghum053024","Chr10-54464480-bot"
"Chr18-068306887-bot","MsaSorghum053025","Chr10-54464491-top"
"Chr19-072681988-top","MsaSorghum053025","Chr10-54464491-top"
"Chr18-068306483-bot","MsaSorghum053026","Chr10-54464893-top"
"Chr19-072682388-top","MsaSorghum053026","Chr10-54464893-top"
"Chr18-068306352-bot","MsaSorghum053027","Chr10-54465023-top"
"Chr19-072682519-top","MsaSorghum053027","Chr10-54465023-top"
"Chr18-068198257-bot","MsaSorghum053029","Chr10-54470840-top"
"Chr19-072721128-top","MsaSorghum053029","Chr10-54470840-top"
"Chr18-068176304-top","MsaSorghum053032","Chr10-54486380-bot"
"Chr19-072606970-top","MsaSorghum053032","Chr10-54486380-bot"
"Chr18-068172054-top","MsaSorghum053034","Chr10-54490632-bot"
"Chr19-072603344-top","MsaSorghum053034","Chr10-54490632-bot"
"Chr18-068170156-bot","MsaSorghum053035","Chr10-54491795-top"
"Chr19-072602240-bot","MsaSorghum053035","Chr10-54491795-top"
"Chr18-068170153-top","MsaSorghum053036","Chr10-54491798-bot"
"Chr19-072602237-top","MsaSorghum053036","Chr10-54491798-bot"
"Chr18-068126006-bot","MsaSorghum053040","Chr10-54501282-top"
"Chr19-072567212-bot","MsaSorghum053040","Chr10-54501282-top"
"Chr18-068122784-top","MsaSorghum053043","Chr10-54511768-bot"
"Chr19-072558292-top","MsaSorghum053043","Chr10-54511768-bot"
"Chr18-068068013-bot","MsaSorghum053047","Chr10-54530190-top"
"Chr19-072429688-bot","MsaSorghum053047","Chr10-54530190-top"
"Chr18-068068010-top","MsaSorghum053048","Chr10-54530193-bot"
"Chr19-072429712-top","MsaSorghum053048","Chr10-54530193-bot"
"Chr18-068063932-bot","MsaSorghum053049","Chr10-54532593-top"
"Chr19-072426532-bot","MsaSorghum053049","Chr10-54532593-top"
"Chr18-068044341-bot","MsaSorghum053051","Chr10-54548415-top"
"Chr19-072399691-bot","MsaSorghum053051","Chr10-54548415-top"
"Chr18-068043881-top","MsaSorghum053052","Chr10-54548875-bot"
"Chr19-072399231-top","MsaSorghum053052","Chr10-54548875-bot"
"Chr18-068804690-top","MsaSorghum053056","Chr10-54566406-bot"
"Chr19-072297574-top","MsaSorghum053056","Chr10-54566406-bot"
"Chr18-068727564-bot","MsaSorghum053057","Chr10-54569971-top"
"Chr19-072309452-top","MsaSorghum053057","Chr10-54569971-top"
"Chr18-068727561-top","MsaSorghum053058","Chr10-54569974-bot"
"Chr19-072309455-bot","MsaSorghum053058","Chr10-54569974-bot"
"Chr18-068607580-bot","MsaSorghum053062","Chr10-54589043-top"
"Chr19-072044877-bot","MsaSorghum053062","Chr10-54589043-top"
"Chr18-068607577-top","MsaSorghum053063","Chr10-54589046-bot"
"Chr19-072044874-top","MsaSorghum053063","Chr10-54589046-bot"
"Chr18-068607302-bot","MsaSorghum053064","Chr10-54589321-top"
"Chr19-072044599-bot","MsaSorghum053064","Chr10-54589321-top"
"Chr18-068607299-top","MsaSorghum053065","Chr10-54589324-bot"
"Chr19-072044596-top","MsaSorghum053065","Chr10-54589324-bot"
"Chr18-068606007-top","MsaSorghum053066","Chr10-54590602-bot"
"Chr19-072043300-top","MsaSorghum053066","Chr10-54590602-bot"
"Chr18-068553268-top","MsaSorghum053069","Chr10-54601073-bot"
"Chr19-071993933-top","MsaSorghum053069","Chr10-54601073-bot"
"Chr18-068449613-top","MsaSorghum053080","Chr10-54680684-bot"
"Chr19-071792302-top","MsaSorghum053080","Chr10-54680684-bot"
"Chr18-069419001-top","MsaSorghum053083","Chr10-54731657-bot"
"Chr19-071652553-top","MsaSorghum053083","Chr10-54731657-bot"
"Chr18-069415763-top","MsaSorghum053085","Chr10-54735030-bot"
"Chr19-071640790-top","MsaSorghum053085","Chr10-54735030-bot"
"Chr18-069404067-bot","MsaSorghum053088","Chr10-54744104-top"
"Chr19-071630691-bot","MsaSorghum053088","Chr10-54744104-top"
"Chr18-069299157-top","MsaSorghum053095","Chr10-54834535-bot"
"Chr19-071474855-top","MsaSorghum053095","Chr10-54834535-bot"
"Chr18-069293772-top","MsaSorghum053097","Chr10-54838975-bot"
"Chr19-071466721-top","MsaSorghum053097","Chr10-54838975-bot"
"Chr18-069244619-bot","MsaSorghum053108","Chr10-54889073-top"
"Chr19-070318896-bot","MsaSorghum053108","Chr10-54889073-top"
"Chr18-069244616-top","MsaSorghum053109","Chr10-54889076-bot"
"Chr19-070318893-top","MsaSorghum053109","Chr10-54889076-bot"
"Chr18-069231361-top","MsaSorghum053113","Chr10-54897010-bot"
"Chr19-070300198-top","MsaSorghum053113","Chr10-54897010-bot"
"Chr18-069230840-bot","MsaSorghum053114","Chr10-54897533-top"
"Chr19-070299673-bot","MsaSorghum053114","Chr10-54897533-top"
"Chr18-069230837-top","MsaSorghum053115","Chr10-54897536-bot"
"Chr19-070299670-top","MsaSorghum053115","Chr10-54897536-bot"
"Chr18-069227590-bot","MsaSorghum053116","Chr10-54900205-top"
"Chr19-070296737-bot","MsaSorghum053116","Chr10-54900205-top"
"Chr18-069227364-top","MsaSorghum053117","Chr10-54900425-bot"
"Chr19-070296513-top","MsaSorghum053117","Chr10-54900425-bot"
"Chr18-069202293-bot","MsaSorghum053119","Chr10-54906701-top"
"Chr19-070289973-bot","MsaSorghum053119","Chr10-54906701-top"
"Chr18-069076183-bot","MsaSorghum053130","Chr10-54967936-top"
"Chr19-070221421-bot","MsaSorghum053130","Chr10-54967936-top"
"Chr18-069076180-top","MsaSorghum053131","Chr10-54967939-bot"
"Chr19-070221418-top","MsaSorghum053131","Chr10-54967939-bot"
"Chr18-069055448-bot","MsaSorghum053135","Chr10-54990394-top"
"Chr19-070115986-bot","MsaSorghum053135","Chr10-54990394-top"
"Chr18-069054249-top","MsaSorghum053136","Chr10-54991524-bot"
"Chr19-070114787-top","MsaSorghum053136","Chr10-54991524-bot"
"Chr18-068968041-top","MsaSorghum053140","Chr10-55029713-bot"
"Chr19-069986940-top","MsaSorghum053140","Chr10-55029713-bot"
"Chr18-068933373-bot","MsaSorghum053141","Chr10-55038678-top"
"Chr19-069958315-bot","MsaSorghum053141","Chr10-55038678-top"
"Chr18-068933370-top","MsaSorghum053142","Chr10-55038681-bot"
"Chr19-069958312-top","MsaSorghum053142","Chr10-55038681-bot"
"Chr18-068932658-bot","MsaSorghum053143","Chr10-55039392-top"
"Chr19-069956495-bot","MsaSorghum053143","Chr10-55039392-top"
"Chr18-068932655-top","MsaSorghum053144","Chr10-55039395-bot"
"Chr19-069956492-top","MsaSorghum053144","Chr10-55039395-bot"
"Chr18-068932526-top","MsaSorghum053146","Chr10-55039522-bot"
"Chr19-069956366-top","MsaSorghum053146","Chr10-55039522-bot"
"Chr18-068921927-bot","MsaSorghum053148","Chr10-55053151-top"
"Chr19-069854557-bot","MsaSorghum053148","Chr10-55053151-top"
"Chr18-068904228-bot","MsaSorghum053152","Chr10-55081206-top"
"Chr19-069783855-bot","MsaSorghum053152","Chr10-55081206-top"
"Chr18-068902817-bot","MsaSorghum053154","Chr10-55082628-top"
"Chr19-069782462-bot","MsaSorghum053154","Chr10-55082628-top"
"Chr18-068902814-top","MsaSorghum053155","Chr10-55082631-bot"
"Chr19-069782459-top","MsaSorghum053155","Chr10-55082631-bot"
"Chr18-068901885-bot","MsaSorghum053156","Chr10-55083558-top"
"Chr19-069781535-bot","MsaSorghum053156","Chr10-55083558-top"
"Chr18-068901882-top","MsaSorghum053157","Chr10-55083561-bot"
"Chr19-069781532-top","MsaSorghum053157","Chr10-55083561-bot"
"Chr18-068895993-bot","MsaSorghum053159","Chr10-55088636-top"
"Chr19-069769683-bot","MsaSorghum053159","Chr10-55088636-top"
"Chr18-068895990-top","MsaSorghum053160","Chr10-55088639-bot"
"Chr19-069769680-top","MsaSorghum053160","Chr10-55088639-bot"
"Chr18-068886220-top","MsaSorghum053163","Chr10-55091688-bot"
"Chr19-069766692-top","MsaSorghum053163","Chr10-55091688-bot"
"Chr18-068886003-top","MsaSorghum053164","Chr10-55091888-bot"
"Chr19-069766473-top","MsaSorghum053164","Chr10-55091888-bot"
"Chr18-069796270-top","MsaSorghum053167","Chr10-55153063-bot"
"Chr19-069625710-top","MsaSorghum053167","Chr10-55153063-bot"
"Chr18-069794403-bot","MsaSorghum053169","Chr10-55157800-top"
"Chr19-069623005-bot","MsaSorghum053169","Chr10-55157800-top"
"Chr18-069794400-top","MsaSorghum053170","Chr10-55157803-bot"
"Chr19-069623002-top","MsaSorghum053170","Chr10-55157803-bot"
"Chr18-069708065-top","MsaSorghum053176","Chr10-55212051-bot"
"Chr19-069544218-top","MsaSorghum053176","Chr10-55212051-bot"
"Chr18-069640174-bot","MsaSorghum053177","Chr10-55217893-top"
"Chr19-069539139-bot","MsaSorghum053177","Chr10-55217893-top"
"Chr18-069640051-bot","MsaSorghum053178","Chr10-55218024-top"
"Chr19-069538917-bot","MsaSorghum053178","Chr10-55218024-top"
"Chr18-069578175-bot","MsaSorghum053182","Chr10-55262328-bot"
"Chr19-069378772-bot","MsaSorghum053182","Chr10-55262328-bot"
"Chr18-069578175-bot","MsaSorghum053187","Chr10-55270260-top"
"Chr19-069378772-bot","MsaSorghum053187","Chr10-55270260-top"
"Chr18-069578172-top","MsaSorghum053188","Chr10-55270263-bot"
"Chr19-069378769-top","MsaSorghum053188","Chr10-55270263-bot"
"Chr18-069515603-bot","MsaSorghum053189","Chr10-55293526-top"
"Chr19-069228523-bot","MsaSorghum053189","Chr10-55293526-top"
"Chr18-069515600-top","MsaSorghum053190","Chr10-55293529-bot"
"Chr19-069228520-top","MsaSorghum053190","Chr10-55293529-bot"
"Chr18-069513130-bot","MsaSorghum053191","Chr10-55297941-top"
"Chr19-069226064-bot","MsaSorghum053191","Chr10-55297941-top"
"Chr18-069929445-bot","MsaSorghum053205","Chr10-55360147-top"
"Chr19-069023776-bot","MsaSorghum053205","Chr10-55360147-top"
"Chr18-070012602-top","MsaSorghum053208","Chr10-55369388-top"
"Chr19-068970765-bot","MsaSorghum053208","Chr10-55369388-top"
"Chr18-070012845-top","MsaSorghum053209","Chr10-55369636-top"
"Chr19-068970524-bot","MsaSorghum053209","Chr10-55369636-top"
"Chr18-070321170-bot","MsaSorghum053213","Chr10-55395763-bot"
"Chr19-068882488-top","MsaSorghum053213","Chr10-55395763-bot"
"Chr18-070321070-bot","MsaSorghum053215","Chr10-55401805-bot"
"Chr19-068882588-top","MsaSorghum053215","Chr10-55401805-bot"
"Chr18-070352687-top","MsaSorghum053216","Chr10-55402639-top"
"Chr19-068875528-bot","MsaSorghum053216","Chr10-55402639-top"
"Chr18-070352690-bot","MsaSorghum053217","Chr10-55402642-bot"
"Chr19-068875525-top","MsaSorghum053217","Chr10-55402642-bot"
"Chr18-070390496-bot","MsaSorghum053218","Chr10-55416846-bot"
"Chr19-068797674-top","MsaSorghum053218","Chr10-55416846-bot"
"Chr18-070390832-bot","MsaSorghum053220","Chr10-55417212-bot"
"Chr19-068797328-top","MsaSorghum053220","Chr10-55417212-bot"
"Chr18-070415570-bot","MsaSorghum053223","Chr10-55433211-bot"
"Chr19-068679981-top","MsaSorghum053223","Chr10-55433211-bot"
"Chr18-070459909-bot","MsaSorghum053225","Chr10-55446896-bot"
"Chr19-068596925-top","MsaSorghum053225","Chr10-55446896-bot"
"Chr18-070463276-bot","MsaSorghum053226","Chr10-55451220-bot"
"Chr19-068578797-bot","MsaSorghum053226","Chr10-55451220-bot"
"Chr18-070515507-top","MsaSorghum053229","Chr10-55463378-top"
"Chr19-068571795-bot","MsaSorghum053229","Chr10-55463378-top"
"Chr18-070515510-bot","MsaSorghum053230","Chr10-55463381-bot"
"Chr19-068571792-top","MsaSorghum053230","Chr10-55463381-bot"
"Chr18-070580761-top","MsaSorghum053232","Chr10-55480500-top"
"Chr19-068498172-bot","MsaSorghum053232","Chr10-55480500-top"
"Chr18-070580764-bot","MsaSorghum053233","Chr10-55480503-bot"
"Chr19-068498169-top","MsaSorghum053233","Chr10-55480503-bot"
"Chr18-070863687-top","MsaSorghum053243","Chr10-55589585-top"
"Chr19-068283726-bot","MsaSorghum053243","Chr10-55589585-top"
"Chr18-071012601-top","MsaSorghum053246","Chr10-55636675-top"
"Chr19-068182992-bot","MsaSorghum053246","Chr10-55636675-top"
"Chr18-071071898-bot","MsaSorghum053251","Chr10-55660606-bot"
"Chr19-068147036-top","MsaSorghum053251","Chr10-55660606-bot"
"Chr18-071116399-bot","MsaSorghum053254","Chr10-55680711-bot"
"Chr19-068114617-top","MsaSorghum053254","Chr10-55680711-bot"
"Chr18-071135695-bot","MsaSorghum053255","Chr10-55690175-bot"
"Chr19-068025663-top","MsaSorghum053255","Chr10-55690175-bot"
"Chr18-071163745-top","MsaSorghum053256","Chr10-55705745-top"
"Chr19-067988604-bot","MsaSorghum053256","Chr10-55705745-top"
"Chr18-071163748-bot","MsaSorghum053257","Chr10-55705748-bot"
"Chr19-067988601-top","MsaSorghum053257","Chr10-55705748-bot"
"Chr18-071368775-top","MsaSorghum053263","Chr10-55746682-top"
"Chr19-067904367-bot","MsaSorghum053263","Chr10-55746682-top"
"Chr18-071370029-bot","MsaSorghum053265","Chr10-55747936-bot"
"Chr19-067902806-top","MsaSorghum053265","Chr10-55747936-bot"
"Chr18-071501427-top","MsaSorghum053268","Chr10-55776454-top"
"Chr19-067827183-bot","MsaSorghum053268","Chr10-55776454-top"
"Chr18-071501430-bot","MsaSorghum053269","Chr10-55776457-bot"
"Chr19-067827180-top","MsaSorghum053269","Chr10-55776457-bot"
"Chr18-071625041-top","MsaSorghum053275","Chr10-55802310-top"
"Chr19-067752903-bot","MsaSorghum053275","Chr10-55802310-top"
"Chr18-071641554-bot","MsaSorghum053280","Chr10-55818905-bot"
"Chr19-067704477-top","MsaSorghum053280","Chr10-55818905-bot"
"Chr18-071642156-top","MsaSorghum053281","Chr10-55819512-top"
"Chr19-067703870-bot","MsaSorghum053281","Chr10-55819512-top"
"Chr18-071642159-bot","MsaSorghum053282","Chr10-55819515-bot"
"Chr19-067703867-top","MsaSorghum053282","Chr10-55819515-bot"
"Chr18-071678789-bot","MsaSorghum053285","Chr10-55846266-bot"
"Chr19-067649678-top","MsaSorghum053285","Chr10-55846266-bot"
"Chr18-071785920-top","MsaSorghum053290","Chr10-55903807-top"
"Chr19-067553352-bot","MsaSorghum053290","Chr10-55903807-top"
"Chr18-071787330-bot","MsaSorghum053291","Chr10-55905159-bot"
"Chr19-067551511-top","MsaSorghum053291","Chr10-55905159-bot"
"Chr18-071820980-top","MsaSorghum053296","Chr10-55938864-top"
"Chr19-073913874-bot","MsaSorghum053296","Chr10-55938864-top"
"Chr18-071831016-bot","MsaSorghum053298","Chr10-55947494-bot"
"Chr19-073905733-top","MsaSorghum053298","Chr10-55947494-bot"
"Chr18-071832196-bot","MsaSorghum053299","Chr10-55948734-bot"
"Chr19-073904542-top","MsaSorghum053299","Chr10-55948734-bot"
"Chr18-071839323-top","MsaSorghum053300","Chr10-55959928-top"
"Chr19-073861879-bot","MsaSorghum053300","Chr10-55959928-top"
"Chr18-071978273-bot","MsaSorghum053302","Chr10-55972752-bot"
"Chr19-073802710-top","MsaSorghum053302","Chr10-55972752-bot"
"Chr18-072107615-top","MsaSorghum053308","Chr10-55999302-top"
"Chr19-073606655-bot","MsaSorghum053308","Chr10-55999302-top"
"Chr18-072110018-top","MsaSorghum053311","Chr10-56001599-top"
"Chr19-073603494-bot","MsaSorghum053311","Chr10-56001599-top"
"Chr18-072240616-bot","MsaSorghum053317","Chr10-56031102-bot"
"Chr19-073494511-top","MsaSorghum053317","Chr10-56031102-bot"
"Chr18-072241445-top","MsaSorghum053319","Chr10-56031923-top"
"Chr19-073493678-bot","MsaSorghum053319","Chr10-56031923-top"
"Chr18-072272090-bot","MsaSorghum053325","Chr10-56073159-bot"
"Chr19-073385287-bot","MsaSorghum053325","Chr10-56073159-bot"
"Chr18-072279167-top","MsaSorghum053328","Chr10-56085154-top"
"Chr19-073423997-top","MsaSorghum053328","Chr10-56085154-top"
"Chr18-072279343-top","MsaSorghum053329","Chr10-56085330-top"
"Chr19-073424173-top","MsaSorghum053329","Chr10-56085330-top"
"Chr18-072395403-top","MsaSorghum053348","Chr10-56123293-top"
"Chr19-075960629-bot","MsaSorghum053348","Chr10-56123293-top"
"Chr18-072495413-top","MsaSorghum053354","Chr10-56152291-top"
"Chr19-075871951-bot","MsaSorghum053354","Chr10-56152291-top"
"Chr18-072500932-bot","MsaSorghum053357","Chr10-56158537-bot"
"Chr19-075820495-top","MsaSorghum053357","Chr10-56158537-bot"
"Chr18-072601612-top","MsaSorghum053359","Chr10-56169927-top"
"Chr19-075772399-bot","MsaSorghum053359","Chr10-56169927-top"
"Chr18-072602193-top","MsaSorghum053360","Chr10-56170516-top"
"Chr19-075771814-bot","MsaSorghum053360","Chr10-56170516-top"
"Chr18-072604077-top","MsaSorghum053361","Chr10-56172703-top"
"Chr19-075769669-bot","MsaSorghum053361","Chr10-56172703-top"
"Chr18-072697233-bot","MsaSorghum053365","Chr10-56185268-bot"
"Chr19-075746676-top","MsaSorghum053365","Chr10-56185268-bot"
"Chr18-072700065-bot","MsaSorghum053366","Chr10-56188093-bot"
"Chr19-075741425-top","MsaSorghum053366","Chr10-56188093-bot"
"Chr18-072700934-bot","MsaSorghum053367","Chr10-56188958-bot"
"Chr19-075740553-top","MsaSorghum053367","Chr10-56188958-bot"
"Chr18-072753368-top","MsaSorghum053369","Chr10-56222736-top"
"Chr19-076050980-top","MsaSorghum053369","Chr10-56222736-top"
"Chr18-072753371-bot","MsaSorghum053370","Chr10-56222739-bot"
"Chr19-076050983-bot","MsaSorghum053370","Chr10-56222739-bot"
"Chr18-072850387-bot","MsaSorghum053371","Chr10-56230441-top"
"Chr19-076098959-top","MsaSorghum053371","Chr10-56230441-top"
"Chr18-072850384-top","MsaSorghum053372","Chr10-56230444-bot"
"Chr19-076098962-bot","MsaSorghum053372","Chr10-56230444-bot"
"Chr18-072847932-top","MsaSorghum053373","Chr10-56232879-bot"
"Chr19-076101366-bot","MsaSorghum053373","Chr10-56232879-bot"
"Chr18-072842184-bot","MsaSorghum053376","Chr10-56236898-top"
"Chr19-076107243-top","MsaSorghum053376","Chr10-56236898-top"
"Chr18-072842181-top","MsaSorghum053377","Chr10-56236901-bot"
"Chr19-076107246-bot","MsaSorghum053377","Chr10-56236901-bot"
"Chr18-072964346-top","MsaSorghum053383","Chr10-56275983-top"
"Chr19-076195996-top","MsaSorghum053383","Chr10-56275983-top"
"Chr18-073013269-bot","MsaSorghum053386","Chr10-56290495-bot"
"Chr19-075416098-bot","MsaSorghum053386","Chr10-56290495-bot"
"Chr18-073098533-bot","MsaSorghum053389","Chr10-56300368-top"
"Chr19-075491259-bot","MsaSorghum053389","Chr10-56300368-top"
"Chr18-073094999-bot","MsaSorghum053390","Chr10-56302564-top"
"Chr19-075489404-bot","MsaSorghum053390","Chr10-56302564-top"
"Chr18-073111126-top","MsaSorghum053399","Chr10-56375692-bot"
"Chr19-075536529-bot","MsaSorghum053399","Chr10-56375692-bot"
"Chr18-073106887-top","MsaSorghum053400","Chr10-56379041-bot"
"Chr19-075542587-bot","MsaSorghum053400","Chr10-56379041-bot"
"Chr18-073236527-bot","MsaSorghum053403","Chr10-56414636-top"
"Chr19-075662729-top","MsaSorghum053403","Chr10-56414636-top"
"Chr18-073402038-top","MsaSorghum053411","Chr10-56494351-top"
"Chr19-075155991-bot","MsaSorghum053411","Chr10-56494351-top"
"Chr18-073402041-bot","MsaSorghum053412","Chr10-56494354-bot"
"Chr19-075155988-top","MsaSorghum053412","Chr10-56494354-bot"
"Chr18-073499380-top","MsaSorghum053418","Chr10-56512254-top"
"Chr19-075089814-bot","MsaSorghum053418","Chr10-56512254-top"
"Chr18-073501795-bot","MsaSorghum053419","Chr10-56514829-bot"
"Chr19-075087408-top","MsaSorghum053419","Chr10-56514829-bot"
"Chr18-073502422-top","MsaSorghum053420","Chr10-56515456-top"
"Chr19-075086781-bot","MsaSorghum053420","Chr10-56515456-top"
"Chr18-073502425-bot","MsaSorghum053421","Chr10-56515459-bot"
"Chr19-075086778-top","MsaSorghum053421","Chr10-56515459-bot"
"Chr18-073506738-bot","MsaSorghum053423","Chr10-56519880-bot"
"Chr19-075075219-top","MsaSorghum053423","Chr10-56519880-bot"
"Chr18-073523297-bot","MsaSorghum053429","Chr10-56540171-bot"
"Chr19-074987095-top","MsaSorghum053429","Chr10-56540171-bot"
"Chr18-073524017-bot","MsaSorghum053431","Chr10-56540882-bot"
"Chr19-074986375-top","MsaSorghum053431","Chr10-56540882-bot"
"Chr18-073571579-top","MsaSorghum053433","Chr10-56549937-top"
"Chr19-074943560-bot","MsaSorghum053433","Chr10-56549937-top"
"Chr18-073660171-bot","MsaSorghum053438","Chr10-56599995-bot"
"Chr19-074871476-top","MsaSorghum053438","Chr10-56599995-bot"
"Chr18-073762411-top","MsaSorghum053440","Chr10-56608295-top"
"Chr19-074789396-bot","MsaSorghum053440","Chr10-56608295-top"
"Chr18-073848172-bot","MsaSorghum053441","Chr10-56630331-bot"
"Chr19-074670549-top","MsaSorghum053441","Chr10-56630331-bot"
"Chr18-073848525-bot","MsaSorghum053442","Chr10-56630676-bot"
"Chr19-074670204-top","MsaSorghum053442","Chr10-56630676-bot"
"Chr18-073989978-bot","MsaSorghum053443","Chr10-56681639-bot"
"Chr19-074412062-top","MsaSorghum053443","Chr10-56681639-bot"
"Chr18-073997536-top","MsaSorghum053445","Chr10-56688937-top"
"Chr19-074403468-bot","MsaSorghum053445","Chr10-56688937-top"
"Chr18-074105044-bot","MsaSorghum053448","Chr10-56749673-top"
"Chr19-074247675-bot","MsaSorghum053448","Chr10-56749673-top"
"Chr18-074105037-bot","MsaSorghum053449","Chr10-56749685-top"
"Chr19-074247657-bot","MsaSorghum053449","Chr10-56749685-top"
"Chr18-074104659-bot","MsaSorghum053450","Chr10-56750068-top"
"Chr19-074246936-bot","MsaSorghum053450","Chr10-56750068-top"
"Chr18-074104653-bot","MsaSorghum053451","Chr10-56750074-top"
"Chr19-074246930-bot","MsaSorghum053451","Chr10-56750074-top"
"Chr18-075652579-bot","MsaSorghum053510","Chr10-57237926-top"
"Chr19-087115662-bot","MsaSorghum053510","Chr10-57237926-top"
"Chr18-075625790-top","MsaSorghum053515","Chr10-57257487-bot"
"Chr19-087112940-top","MsaSorghum053515","Chr10-57257487-bot"
